scientific_name,genome_name
Listeria monocytogenes,lmq
Pseudomonas aeruginosa,paep
Pseudomonas putida,ppun
Oceanisphaera avium,ocm
Candidatus Planktophila,psuf
Bifidobacterium adolescentis,bad
Paenibacillus sp.,pow
Staphylococcus aureus,sut
Escherichia coli,edj
Ehrlichia ruminantium,erw
Staphylococcus aureus,sar
Listeria monocytogenes,lmy
Streptococcus pyogenes,spa
Mycoplasma amphoriforme,mamp
Chlamydia trachomatis,ctn
Lapidilactobacillus dextrinicus,ldx
Leptotrichia sp.,leq
Bacillus velezensis,bamp
Flavobacterium pallidum,fpal
Schaalia odontolytica,soo
Ehrlichia muris,emr
Rickettsia parkeri,rpp
Mycoplasma arthritidis,mat
Microvirga sp.,miv
Serratia fonticola,sfw
Candidatus Methylopumilus,mbat
Helicobacter pylori,hhp
Hydrogenibacillus sp.,hyi
Chlamydia trachomatis,ces
Streptomyces fulvissimus,sfi
Fibrobacter succinogenes,fsu
Poriferisphaera corsica,pcor
Pseudodesulfovibrio indicus,dej
Trueperella bialowiezensis,tbw
Sulfurimonas sediminis,ssei
Lonsdalea britannica,lbq
Flavobacterium psychrophilum,fpo
Candidatus Arthromitus,asf
Streptomyces tuirus,stui
Aeromonas hydrophila,ahp
Dialister pneumosintes,dpn
Fusobacterium canifelinum,fci
Mycobacterium tuberculosis,mmic
Tepiditoga spiralis,ocy
Aneurinibacillus soli,asoc
Corynebacterium diphtheriae,cdz
Dictyoglomus thermophilum,dth
Actinobacteria bacterium,abai
Aliarcobacter cibarius,acib
Bacillus subtilis,bsul
Mageeibacillus indolicus,clo
Aeromonas hydrophila,ahr
Paenibacillus polymyxa,ppq
Nocardioides okcheonensis,noq
Kiritimatiella glycovorans,vbl
Listeria monocytogenes,lmg
Streptococcus agalactiae,san
Leucobacter viscericola,lvi
Xylella fastidiosa,xfm
Sporolactobacillus terrae,stea
Sneathia vaginalis,sns
Glaciecola nitratireducens,gni
Neobacillus thermocopriae,ntm
Buchnera aphidicola,bajc
Pseudomonas aeruginosa,prp
Tropheryma whipplei,twh
Corynebacterium sp.,cory
Thermaerobacter marianensis,tmr
Oligotropha carboxidovorans,oca
Corynebacterium zhongnanshanii,czo
Magnetococcus marinus,mgm
Pirellula sp.,pir
Mycobacterium tuberculosis,mtz
Thermoactinomyces vulgaris,tvu
Brevundimonas sp.,brg
Halomonas sp.,halo
Mycoplasma pneumoniae,mpn
Chitinophaga pinensis,cpi
Bordetella bronchiseptica,bbm
Brevibacillus agri,bagr
Mycobacterium lacus,mlj
Pseudomonas maumuensis,pmam
Arcobacter nitrofigilis,ant
Corynebacterium ulcerans,cuj
Halobacteroides halobius,hhl
Corynebacterium pseudotuberculosis,cpg
Bifidobacterium animalis,bnm
Bacillus anthracis,ban
Geobacter sulfurreducens,gsk
Enterobacter sp.,enx
Thermophilibacter immobilis,tio
Mycobacterium tuberculosis,mtq
Solitalea canadensis,scn
Corynebacterium aquilae,caqu
Pseudomonas plecoglossicida,ppj
Aromatoleum bremense,abre
Lachnoclostridium phytofermentans,cpy
Rickettsia prowazekii,rpn
Providencia heimbachae,phei
Paenibacillus swuensis,pswu
Mycobacterium tuberculosis,mtue
Bifidobacterium animalis,banm
Lactobacillus delbrueckii,lbu
Petrimonas mucosa,pmuc
Streptococcus troglodytae,strg
Salegentibacter sp.,salt
Wolbachia endosymbiont,wet
Bifidobacterium breve,bbrd
Shewanella japonica,sja
Borrelia miyamotoi,bmiy
Desulfitobacterium dichloroeliminans,ddl
Rhodococcus ruber,rrz
Labilithrix luteola,llu
Lactobacillus rhamnosus,lrh
Herbaspirillum sp.,hee
Paenibacillus naphthalenovorans,pnp
Taylorella equigenitalis,tea
Micromonospora tulbaghiae,mtua
Oceanobacillus iheyensis,oih
Bacillus sp.,bacs
Stenotrophomonas maltophilia,sml
Rickettsia typhi,rtb
Aeromonas veronii,avo
Desulfarculus baarsii,dbr
Desulfovibrio salexigens,dsa
Hafnia paralvei,hpar
Weissella diestrammenae,wdi
Porphyromonas cangingivalis,pcag
Bifidobacterium bifidum,bbf
Corynebacterium sphenisci,csph
Lysinibacillus varians,lgy
Campylobacter sp.,camr
Filifactor alocis,faa
Shewanella psychrophila,spsw
Corynebacterium tuberculostearicum,ctub
Candidatus Nanopelagicus,nhi
Photorhabdus luminescens,plui
Vitreoscilla sp.,vit
Citrobacter braakii,cbra
Sphingorhabdus sp.,sphg
Paenibacillus sp.,paej
Pseudomonas lalkuanensis,plal
Mannheimia bovis,mbos
Tsuneonella flava,tfv
Bradyrhizobium japonicum,bju
Buchnera aphidicola,bau
Metamycoplasma phocicerebrale,mphc
Streptococcus vestibularis,svb
Planococcus halocryophilus,phc
Coprothermobacter proteolyticus,cpo
Desulfovibrio desulfuricans,dds
Thermosediminibacter oceani,toc
Haemophilus influenzae,hiz
Streptococcus suis,sss
Mariniflexile sp.,marf
Wenzhouxiangella marina,wma
Bacillus halodurans,bha
Mycobacterium xenopi,mxe
Ureaplasma parvum,uur
Bacteroidales bacterium,bacc
Dactylococcopsis salina,dsl
Alcaligenaceae bacterium,odi
Lawsonella clevelandensis,cbq
Sulfurimicrobium lacus,slac
Arachidicoccus soli,ark
Propionibacterium acnes,pak
Clostridium ljungdahlii,clj
Cutibacterium avidum,pra
Corynebacterium sanguinis,csan
Campylobacter subantarcticus,csf
Microlunatus sp.,micg
Dichelobacter nodosus,dno
Campylobacter geochelonis,cgeo
Serratia rubidaea,srz
Leucobacter coleopterorum,leb
Mycobacterium fortuitum,mft
Rhodococcus aetherivorans,rav
Clostridium beijerinckii,cbe
Sabulilitoribacter sp.,sabu
Achromobacter xylosoxidans,axo
Fervidobacterium islandicum,fia
Dialister hominis,dho
Nibricoccus aquaticus,vbh
Thermodesulfobium narugense,tnr
Adhaeretor mobilis,amob
Mycobacterium tuberculosis,mtu
Lysobacter alkalisoli,lyj
Klebsiella pneumoniae,kpi
Luteibacter rhizovicinus,lrz
Nocardioides baekrokdamisoli,nbe
Halanaerobium praevalens,hpk
Mucilaginibacter ginkgonis,mgik
Jonesia denitrificans,jde
Lysobacter capsici,lcp
Acidimicrobium ferrooxidans,afo
Escherichia coli,ecj
Helicobacter pylori,hpyi
Roseimaritima ulvae,rul
Prevotella enoeca,peo
Alistipes shahii,ash
Antarcticibacterium flavum,afla
Lactobacillus johnsonii,ljo
Moraxella cuniculi,mcun
Francisella tularensis,fts
Neisseria weixii,nwx
Candidatus Portiera,plb
Blastochloris viridis,bvr
Acinetobacter shaoyimingii,asha
Streptococcus periodonticum,spei
Eubacterium callanderi,elm
Pseudothermotoga lettingae,tle
Ehrlichia sp.,ehh
Bifidobacterium breve,bbv
Sphingorhabdus sp.,sfla
Chlamydia trachomatis,cto
Williamsoniiplasma somnilux,esx
Mycoplasma alkalescens,mala
Streptococcus agalactiae,sagr
Polaribacter reichenbachii,prn
Pedobacter endophyticus,pex
Aequorivita sublithincola,asl
Acinetobacter sp.,att
Thiocapsa bogorovii,tbog
Fusobacterium periodonticum,fpei
Lachnoanaerobaculum umeaense,lua
Paenibacillus sp.,gym
Massilia umbonata,mum
Streptococcus pneumoniae,spno
Methylobacterium oryzae,mor
Oleiphilus messinensis,ome
Mycoplasma arginini,marg
Paenibacillus mucilaginosus,pms
Propionibacterium acnes,paz
Clostridium isatidis,cia
Streptococcus mutans,smj
Bartonella henselae,bhe
Breoghania sp.,brn
Streptococcus suis,ssv
Serratia sp.,smaf
Acidothermus cellulolyticus,ace
Mycolicibacterium neoaurum,myn
Treponema paraluiscuniculi,tpl
Thermochromatium tepidum,ttp
Herbaspirillum frisingense,hfr
uncultured Sphingopyxis,sphu
Ureaplasma parvum,upa
Xylella taiwanensis,xtw
Staphylococcus aureus,suk
Porphyromonas gingivalis,pgn
Streptococcus oralis,sor
Clostridioides difficile,pdc
Bacillus subtilis,bsn
Macrococcus sp.,macr
Listeria monocytogenes,lmol
Mycoplasma hyorhinis,mhv
Marichromatium purpuratum,mpur
Streptomyces sp.,stry
Streptomyces cyanogenus,scyg
Gemmata obscuriglobus,gog
Deinococcus maricopensis,dmr
Faecalibacterium prausnitzii,fpr
Rhodanobacter denitrificans,rhd
Haemophilus haemolyticus,hhz
Mesorhizobium sp.,mesp
Tumebacillus avium,tum
Stenotrophomonas sp.,slm
Avibacterium volantium,avt
Mycoplasma tauri,mtau
Magnetospirillum magneticum,mag
Mycobacterium stomatepiae,msto
Streptococcus pneumoniae,snt
Mycolicibacterium tokaiense,mty
Sphingosinicella microcystinivorans,smic
Streptococcus pneumoniae,spn
Mycobacterium heckeshornense,mhek
Arcobacter venerupis,avp
Bibersteinia trehalosi,btrh
Oceanobacillus zhaokaii,ocn
Francisella sp.,frt
[Clostridium] saccharolyticum,csh
Methylovorus sp.,mep
Erysipelothrix inopinata,eio
Halobacteriovorax sp.,hax
Pseudomonas kribbensis,pke
Halomonas sp.,hag
Mariprofundus ferrinatatus,mfn
Alteromonas australica,aal
Mycoplasma genitalium,mgc
Pseudomonas sp.,pses
Paenibacillus protaetiae,pprt
Parolsenella catena,pcat
Luteolibacter luteus,luo
Thiomicrorhabdus xiamenensis,txa
Silicimonas algicola,salo
Humisphaera borealis,hbs
Hydrogenophaga taeniospiralis,htn
Streptococcus agalactiae,sagi
Pseudomonas putida,ppu
Devosia ginsengisoli,dea
Synechococcus sp.,syh
Sulfobacillus thermotolerans,sthr
Paucimonas lemoignei,plg
Edwardsiella ictaluri,eic
Shewanella sp.,shew
Spirochaeta africana,sfc
Nocardia arthritidis,nah
Streptococcus agalactiae,sagm
Rodentibacter pneumotropicus,rpne
Brevundimonas subvibrioides,bsb
Enterococcus faecalis,efs
Streptococcus sanguinis,ssa
Sutcliffiella cohnii,bcoh
Candidatus Endolissoclinum,efk
Staphylococcus aureus,sauu
Acidithiobacillus ferrivorans,afi
Lactobacillus crispatus,lcr
Neisseria meningitidis,nms
Rhodopirellula baltica,rba
Acidiferrobacter sp.,acii
Bacillus dafuensis,bda
Microbacterium resistens,mrn
Enterococcus sp.,ene
Hydrogenophaga sp.,hyr
Acinetobacter larvae,ala
Pseudomonas fragi,pfz
Escherichia coli,ebr
Xanthomonas oryzae,xoo
Xanthomonas campestris,xcc
Treponema pallidum,tpw
Costertonia aggregata,cagg
Acetohalobium arabaticum,aar
Exiguobacterium antarcticum,ean
Achromobacter deleyi,ady
Lactobacillus johnsonii,ljh
Desulforamulus ferrireducens,dfg
Flavobacterium nackdongense,fnk
Geobacter sp.,geb
Pectobacterium aquaticum,paqu
Candidatus Mycoplasma,mgj
Koleobacter methoxysyntrophicus,kme
Fibrobacter succinogenes,fsc
Mycoplasma bovigenitalium,mbov
Corynebacterium glaucum,cgv
Pseudomonas brassicacearum,pbc
Permianibacter aggregans,pagr
Venatorbacter cucullus,vcw
Mycoplasma fermentans,mfr
Streptococcus pyogenes,spy
Allobaculum mucolyticum,amuo
Marinithermus hydrothermalis,mhd
Georgenia wutianyii,gez
Mesoplasma florum,mfl
Nocardia mangyaensis,nsl
Neisseria meningitidis,nmp
Myroides sp.,myz
Listeria monocytogenes,lmos
Streptomyces spongiicola,sspo
Streptomyces atratus,sata
Mycolicibacterium sarraceniae,msar
Francisella tularensis,ftl
Neisseria animaloris,nani
Mycobacterium stephanolepidis,mste
Defluviitoga tunisiensis,dtn
Thermogutta terrifontis,ttf
Corynebacterium humireducens,chm
Reinekea forsetii,rfo
Candidatus Kinetoplastibacterium,kbt
Pseudomonas phragmitis,ppha
Dyella telluris,dtl
Pseudoxanthomonas suwonensis,psuw
Salicibibacter kimchii,rue
Acidovorax citrulli,aav
Corynebacterium diphtheriae,cdh
Roseimaritima multifibrata,rml
Paenibacillus mucilaginosus,pmw
Thiomicrospira crunogena,tcx
Anaerotignum propionicum,cpro
Halioglobus maricola,halc
Nitrosococcus wardiae,nwr
Acinetobacter baumannii,abb
Corynebacterium anserum,cans
Formosa sediminum,fop
Plantactinospora sp.,plab
Rhodocyclaceae bacterium,rbh
Providencia stuartii,psi
Pseudomonas sp.,psk
Corynebacterium urealyticum,cua
Lysobacter solisilvae,lsx
Roseiflexus sp.,rrs
Phascolarctobacterium faecium,pfac
Sulfuritalea hydrogenivorans,shd
Eubacterium maltosivorans,emt
Streptomyces broussonetiae,sbro
Staphylococcus debuckii,sdb
Terriglobus roseus,trs
Thermacetogenium phaeum,tpz
Snodgrassella alvi,salv
Desulfitobacterium metallireducens,dmt
Mycobacterium heraklionense,mher
Vagococcus zengguangii,vao
[Bacillus] selenitireducens,bse
Flavobacterium psychrophilum,fpk
Chlamydia trachomatis,ctjs
Microbulbifer aggregans,micc
Pseudomonas chloritidismutans,pchl
Pseudomonas protegens,pprc
Capnocytophaga sp.,capf
Riemerella anatipestifer,rag
Pontibacter korlensis,pko
Moraxella catarrhalis,mcs
Glaesserella parasuis,hpak
Salmonella bongori,sbv
Streptococcus pyogenes,stg
Spiroplasma syrphidicola,ssyr
Prevotella oris,poc
Mycobacterium canettii,mcq
Salegentibacter mishustinae,smis
Streptococcus suis,ssu
Aeromonas dhakensis,adh
Listeria monocytogenes,lmoy
Streptococcus lactarius,slat
Propionibacterium acnes,pav
Streptococcus equi,sezo
Rhodococcus coprophilus,rcr
Shewanella livingstonensis,slj
Wolbachia endosymbiont,wbm
Oceanicola sp.,ocd
Rhodococcus sp.,rhb
Mycobacterium tuberculosis,mtuu
Acidovorax carolinensis,acin
Denitrovibrio acetiphilus,dap
Turicibacter sanguinis,tsg
Cellulomonas fimi,cfi
Salinicoccus halodurans,shv
Sphaerochaeta pleomorpha,sgp
Salinibacterium hongtaonis,salc
Pedobacter sp.,pep
Helicobacter heilmanii,hhm
Bordetella hinzii,bhz
Thioalkalivibrio nitratireducens,tni
MAG: Vermiphilus,vpm
Oceanispirochaeta crateris,ock
Pyruvatibacter mobilis,pmob
Paenibacillus riograndensis,pri
Amphibacillus xylanus,axl
Archangium gephyra,age
Campylobacter lari,cll
Mycoplasma hyopneumoniae,mhj
Blochmannia endosymbiont,ben
Leptospirillum ferrooxidans,lfc
Bacillus subtilis,bsl
Helicobacter pylori,hpy
Brevundimonas sp.,brd
Lactobacillus panisapium,lpai
Arcticibacterium luteifluviistationis,als
Corallococcus macrosporus,mmas
Actinomyces radicidentis,ard
Streptococcus gallolyticus,sgt
[Brevibacterium] flavum,bfv
Muriicola soli,mur
Microbacterium oxydans,moy
Thermosipho sp.,ther
Mycobacterium bovis,mbo
Candidatus Velamenicoccus,vai
Bacillus sonorensis,bson
Acidovorax monticola,amon
Allosaccharopolyspora coralli,sace
Candidatus Hydrogenosomobacter,hec
Mobiluncus curtisii,mcu
Staphylococcus aureus,sux
Mycobacterium intracellulare,mir
Skermania piniformis,spin
Parageobacillus thermoglucosidasius,ptl
Streptococcus salivarius,ssr
[Clostridium] scindens,csci
Helicobacter cholecystus,hcl
Syntrophothermus lipocalidus,slp
Neisseria meningitidis,nmm
Bordetella holmesii,bho
Francisella opportunistica,foo
Janthinobacterium sp.,jaj
Sulfurimonas autotrophica,sua
Acidovorax ebreus,dia
Candidatus Acetothermia,bana
Neptunomonas concharum,ncu
Arachnia propionica,ppc
Mycoplasma hominis,mho
Hydrogenimonas sp.,hyo
Altererythrobacter epoxidivorans,aep
Chlamydia trachomatis,cthf
Aliarcobacter trophiarum,atp
Latilactobacillus graminis,lgm
Bacteroides fragilis,bfb
Oceanicoccus sagamiensis,osg
Streptococcus gwangjuense,sgw
Buttiauxella agrestis,bage
Desulfobulbus oligotrophicus,dog
Paenibacillus sp.,paeq
Mariprofundus aestuarium,maes
Chondromyces crocatus,ccro
Salmonella enterica,seen
Haemophilus influenzae,hin
Lactobacillus acidipiscis,laca
Syntrophus aciditrophicus,sat
Candidatus Zinderia,zin
Mannheimia sp.,mvr
Mycoplasma bovoculi,mbc
Trichodesmium erythraeum,ter
Nocardioides rotundus,nro
Draconibacterium halophilum,drc
Cohnella sp.,cohn
Neisseria cinerea,ncz
Asaia bogorensis,abg
Streptomyces gardneri,sgx
Pseudomonas brassicacearum,pba
MAG: Candidatus,cgw
Clostridium beijerinckii,cbei
Clostridium scatologenes,csq
Campylobacter avium,cavi
Arcanobacterium phocisimile,apho
Streptomyces liangshanensis,slia
Aurantimicrobium minutum,amin
Prochlorococcus marinus,pmf
Propionibacterium acidifaciens,pacd
Sphingobacterium sp.,shg
Acidovorax sp.,acra
Selenomonas sp.,sele
Methylibium sp.,metp
Candidatus Kaistella,kbe
Clostridiales bacterium,cbar
Stackebrandtia nassauensis,sna
Bradyrhizobium cosmicum,brs
Flavivirga eckloniae,fek
Helicobacter pylori,hpu
Bifidobacterium pseudolongum,bpsp
Flavobacterium arcticum,fat
Bordetella avium,bav
Bartonella sp.,bart
Cyanobium gracile,cgc
Corynebacterium simulans,csp
Alistipes onderdonkii,aok
Pectobacterium aroidearum,pari
Bifidobacterium longum,blon
Capnocytophaga cynodegmi,ccyn
Helicobacter pylori,hpd
Pontimonas salivibrio,psai
Bacillus subtilis,bsus
Synechocystis sp.,syq
Flavobacterium faecale,ffa
Mycoplasma anserisalpingitidis,mans
Mannheimia ovis,mann
Kordia antarctica,kan
Streptococcus agalactiae,sagl
Chlamydia pecorum,cper
Acetobacter aceti,aace
Nitratiruptor sp.,nis
Rubrobacter xylanophilus,rxy
Halopseudomonas aestusnigri,haes
Bacillus licheniformis,bli
MAG: Candidatus,prf
Dehalobacter restrictus,drs
Aeromonas caviae,acav
Candidatus Phytoplasma,pzi
Psychrobacillus sp.,psyh
Acinetobacter dispersus,ads
Haemophilus influenzae,hip
Kangiella sediminilitoris,ksd
Flavobacteriaceae bacterium,mgel
Streptococcus pyogenes,spg
Isoptericola variabilis,iva
Cystobacter fuscus,cfus
Caldalkalibacillus thermarum,cthu
Spiribacter salinus,ssal
Rickettsia heilongjiangensis,rhe
Rickettsia canadensis,rcm
Cloacibacterium normanense,cnr
Helicobacter mustelae,hms
Pseudomonas chlororaphis,pch
Pandoraea pnomenusa,prb
Helicobacter pylori,hps
Peptoniphilus ivorii,piv
Escherichia coli,eco
Candidatus Liberibacter,las
Streptomyces formicae,sfk
Streptomyces decoyicus,sdw
Aromatoleum pumilum,atw
Phreatobacter stygius,pstg
Chlamydia trachomatis,ctj
Parasphingopyxis algicola,palg
Helicobacter pylori,hpq
Alteromonas stellipolaris,asp
Corallococcus coralloides,ccx
Actinomyces slackii,asla
Algibacter alginicilyticus,ahz
Mycobacterium tuberculosis,mtf
Neisseria meningitidis,nmc
Helicobacter pylori,hpyr
Candidatus Carsonella,crv
Ruania alkalisoli,halt
Clostridium sp.,cls
Anseongella ginsenosidimutans,agd
Cohnella cholangitidis,cchl
Basilea psittacipulmonis,bpsi
Bordetella pertussis,bpc
Microcoleus vaginatus,mvag
Chlamydia psittaci,cpsg
Alteromonas sp.,ale
Arcanobacterium sp.,arca
Acidithiobacillus thiooxidans,atx
Shewanella cyperi,scyp
Desulfoluna sp.,dek
Sutterella megalosphaeroides,sutt
Pistricoccus aurantiacus,paur
Cellvibrio sp.,cell
Leptotrichia sp.,lot
Pseudomonas putida,ppw
Alteromonas macleodii,amk
Pseudomonas putida,ppt
Listeria monocytogenes,lmoc
Fusobacterium nucleatum,fnc
Kyrpidia spormannii,kyr
Pectobacterium polaris,ppoa
Sulfurospirillum deleyianum,sdl
Mycobacterium abscessus,mabl
Mycobacterium chelonae,mche
Microbacterium paludicola,mpal
Polynucleobacter asymbioticus,pnu
Granulicatella adiacens,gad
Arsenicicoccus sp.,ars
Streptococcus agalactiae,sage
Geobacter bremensis,gbn
Mycolicibacterium anyangense,many
Cobetia amphilecti,camh
Variovorax boronicumulans,vbo
Mogibacterium diversum,mdv
MAG: Candidatus,hcc
Haemophilus influenzae,hia
Halomonas hydrothermalis,hhh
Altererythrobacter sp.,alb
Cedecea lapagei,clap
Pseudomonas stutzeri,psj
Rickettsia prowazekii,rps
Cellulomonas flavigena,cfl
Muribaculum intestinale,pary
Deinococcus swuensis,dsw
Pseudomonas stutzeri,pstt
Mycolicibacterium moriokaense,mmor
Chlamydia pecorum,cpeo
Planctopirus ephydatiae,peh
Mycobacterium smegmatis,msg
Mycoplasma penetrans,mpe
Candidatus Baumannia,bcib
Microbacterium sp.,micr
Phytohabitans suffuscus,psuu
Nocardioides mesophilus,nmes
Campylobacter insulaenigrae,cis
Shewanella putrefaciens,shp
Salmonella enterica,set
Olsenella uli,ols
Proteus columbae,pcol
Spongiibacter nanhainus,snan
Mammaliicoccus fleurettii,sff
Campylobacter subantarcticus,csm
Synechocystis sp.,syt
Stenotrophomonas pavanii,spaq
Haemophilus influenzae,hif
Streptococcus pyogenes,spym
Escherichia coli,ecq
Proteus penneri,ppee
Tepidanaerobacter acetatoxydans,tep
Pseudomonas vanderleydeniana,pvw
Marinomonas profundi,mprf
Mycobacterium smegmatis,msm
Treponema pallidum,tpo
Synechococcus elongatus,syc
Sphingomonas lutea,slut
Streptococcus suis,ssui
Bartonella sp.,barw
Anaerolineaceae bacterium,abao
Janthinobacterium svalbardensis,jsv
Thermaerobacter sp.,thep
Enterobacter sp.,enk
Legionella jordanis,ljr
Rickettsia rickettsii,rrn
Campylobacter jejuni,cjer
Nonomuraea coxensis,ncx
Anaplasma centrale,acn
Idiomarina loihiensis,ili
Flexistipes sinusarabici,fsi
Heliomicrobium modesticaldum,hmo
Bartonella vinsonii,bvn
Actinomyces meyeri,amy
Sulfurovum lithotrophicum,slh
Gordonia iterans,git
Serratia odorifera,sof
Coxiella endosymbiont,cea
Bartonella sp.,bara
Sphingomonas paucimobilis,spau
Streptomyces venezuelae,sve
Streptococcus sp.,stv
Thioalkalivibrio paradoxus,tti
Microbulbifer sp.,micz
Mycobacterium tuberculosis,mtj
Marinobacter salarius,msr
Acinetobacter bouvetii,abou
Deinococcus actinosclerus,dab
Mycobacterium bovis,mbb
Roseburia hominis,rho
Neisseria mucosa,nsi
Micromonospora carbonacea,mcab
Thermoclostridium stercorarium,css
Musicola paradisiaca,dda
Frateuria aurantia,fau
Mycoplasma hyorhinis,mhm
Shigella flexneri,sfv
Campylobacter showae,csho
Tolumonas auensis,tau
Streptococcus agalactiae,sagn
Brevundimonas vitisensis,bvit
Olivibacter sp.,oli
Pseudoalteromonas marina,pmaa
Luteolibacter ambystomatis,lamb
MAG: Candidatus,broc
Salmonella enterica,stt
Spiribacter roseus,sros
Halomonas sp.,ham
Pseudoxanthomonas japonensis,pjp
Aeromonas hydrophila,ahd
Vallitalea guaymasensis,vgu
Rhodoferax sediminis,rhf
Escherichia coli,ecd
Halomonas sp.,hcam
Vagococcus hydrophili,vhy
Hyphomonas neptunium,hne
Flavobacterium psychrophilum,fps
Nibribacter ruber,nib
Bacillus amyloliquefaciens,baz
Shewanella inventionis,sinv
Ignatzschineria sp.,ign
Pseudoxanthomonas spadix,psd
Staphylococcus pseudintermedius,ssd
Novosphingobium ginsenosidimutans,ngf
Halomonas sp.,haf
Endosymbiont of,eeu
Desulfonema magnum,dmm
Kurthia zopfii,kzo
MAG: Candidatus,flu
Streptococcus constellatus,scon
[Ruminococcus] gnavus,rgn
Pseudomonas aeruginosa,pael
Alistipes finegoldii,afd
Mycoplasma genitalium,mgq
Cellulophaga baltica,cbal
Peptococcaceae bacterium,aacx
Halomonas sulfidivorans,hsv
Spiroplasma diminutum,sdi
Serratia sp.,srs
Brevundimonas vancanneytii,bvy
Serratia plymuthica,srr
Mycoplasma gallisepticum,mga
Streptococcus suis,ssf
Bartonella alsatica,bals
Dickeya poaceiphila,dic
Mycobacterium simiae,msim
Pectobacterium versatile,pvz
Massilia sp.,masy
Pseudomonas alvandae,palv
Treponema pallidum,tpm
Candidatus Pantoea,hhs
Streptomyces tirandamycinicus,stir
Microbacterium chengjingii,mchn
Chlamydia trachomatis,ctfw
Gemella morbillorum,gmo
Treponema pallidum,tpg
Rhodoluna lacicola,rla
Pseudomonas sediminis,psej
Francisella persica,fper
Pedobacter aquae,pej
Lactobacillus acidophilus,lac
Mesorhizobium australicum,mam
Salinispora tropica,stp
Bacteroidetes bacterium,bbau
Methylococcus geothermalis,metu
Proteus sp.,prot
Companilactobacillus farciminis,lfm
Enterococcus faecalis,efi
Candidatus Cloacamonas,caci
Bifidobacterium angulatum,bang
Psychromonas ingrahamii,pin
Moritella yayanosii,mya
Corynebacterium kroppenstedtii,ckp
Aerococcus viridans,avs
Bifidobacterium animalis,bla
Candidatus Thiothrix,tani
Aeromicrobium chenweiae,aez
Bifidobacterium indicum,bii
Azospira restricta,ares
Haemophilus influenzae,hih
Bacillus sp.,baci
Campylobacter jejuni,cjx
Dehalococcoides mccartyi,deg
Flavobacterium psychrophilum,fpc
Lentzea guizhouensis,led
Rickettsia slovaca,rsw
Wolbachia endosymbiont,woo
Gluconobacter oxydans,goy
Candidatus Hodgkinia,hci
Veillonella atypica,vat
Tsuneonella dongtanensis,ado
Rickettsia montanensis,rmo
Edaphobacter sp.,eda
Rubinisphaera brasiliensis,pbs
Leuconostoc sp.,lec
Staphylococcus aureus,sae
Geobacillus thermoleovorans,gte
Candidatus Brocadia,bpit
Treponema pallidum,tpb
Helicobacter pylori,hpyo
Campylobacter lari,clq
Meiothermus ruber,mrb
Corynebacterium diphtheriae,cdw
Brachybacterium faecium,bfa
Megasphaera stantonii,meg
Listeria ivanovii,lio
Corynebacterium diphtheriae,cde
Lactococcus garvieae,lgr
Planococcus maritimus,pmat
Candidatus Minimicrobia,mnd
Streptococcus sp.,sip
Lysobacter enzymogenes,lem
Chryseobacterium antarcticum,cant
Gardnerella vaginalis,gvh
Spiroplasma atrichopogonis,satr
Leucobacter muris,leu
Luteibacter pinisoli,lpy
Aeromonas encheleia,ael
Pelodictyon phaeoclathratiforme,pph
Streptococcus pyogenes,spz
Fervidobacterium pennivorans,fpe
Prochlorococcus marinus,pme
Shewanella amazonensis,saz
Erythrobacter sp.,erf
Marinomonas sp.,mmw
Actinomyces israelii,air
Corynebacterium diphtheriae,cda
Nocardia otitidiscaviarum,nod
Corynebacterium silvaticum,csil
Corynebacterium pseudotuberculosis,coe
Idiomarina loihiensis,ilo
Spiroplasma gladiatoris,sgq
Vibrio cholerae,vcx
Streptococcus suis,srp
Anoxybacillus gonensis,agn
Kocuria sp.,kod
Marinobacterium aestuarii,mars
Rickettsia japonica,rja
Capnocytophaga sputigena,cspu
Stenotrophomonas maltophilia,smz
Streptomyces kanamyceticus,ska
Marixanthomonas sp.,marx
Pedobacter ginsengisoli,pgs
Pseudomonas entomophila,pen
Novosphingobium sp.,nog
Lysinibacillus agricola,lagr
Sedimentisphaera salicampi,pbp
Geobacter benzoatilyticus,gbz
Rickettsia rickettsii,rra
Pseudoalteromonas aliena,paln
Enterobacter sp.,end
Coxiella endosymbiont,cend
Brachybacterium saurashtrense,bsau
Candidatus Carsonella,crp
Mycolicibacter minnesotensis,mmin
Neisseria wadsworthii,nwd
Candidatus Solibacter,sus
Amycolatopsis orientalis,aori
Bacillus amyloliquefaciens,bama
Bifidobacterium animalis,blw
Bartonella quintana,bqr
Desulfovibrio piezophilus,dpi
Salicibibacter cibarius,scia
Desulfovibrio fairfieldensis,dfi
Nocardia sp.,noz
Bacillus amyloliquefaciens,baq
Edwardsiella sp.,edl
Campylobacter jejuni,cjy
Cellulomonas sp.,cez
Solibacillus silvestris,ssil
Lactobacillus jensenii,lje
Streptomyces vinaceus,svn
Lentibacillus amyloliquefaciens,lao
Staphylococcus stepanovicii,sste
Proteus mirabilis,pvl
Kinneretia sp.,kia
Planococcus rifietoensis,prt
Legionella pneumophila,lpa
Mycoplasma feriruminatoris,mfer
Terricaulis silvestris,tsv
Fusobacterium necrophorum,fnf
Geomonas oryzisoli,ger
Bacillus clausii,bcl
Anoxybacillus flavithermus,afl
Corynebacterium flavescens,cfc
Methylobacillus flagellatus,mfa
